anime_id,Name,Score,Genres,English name,Episodes
2571,Mitsubachi Maya no Bouken,6.44,"Adventure, Comedy, Kids",Maya the Bee,52
2572,Fushigi no Kuni no Alice,6.49,"Adventure, Kids, Fantasy",Alice in Wonderland,24
2573,Minami no Niji no Lucy,6.89,"Slice of Life, Adventure, Drama",Lucy-May of the Southern Rainbow,50
2574,Kashi no Ki Mokku,5.9,"Adventure, Fantasy",Unknown,52
2575,Don Chuck Monogatari,5.84,"Adventure, Kids, Slice of Life",Don Chuck Stories,26
2576,Araiguma Rascal,6.69,"Drama, Historical, Slice of Life",Raccoon Rascal,52
2577,Tom Sawyer no Bouken,7.17,"Adventure, Slice of Life, Historical, Drama",The Adventures of Tom Sawyer,49
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,6.79,"Adventure, Fantasy, Comedy, Kids",Unknown,52
2579,Anime 80-nichikan Sekai Isshuu,6.83,"Adventure, Historical, Kids, Romance",Around the World with Willy Fog,26
2580,Tsukuyomi: Moon Phase Special,6.65,"Comedy, Dementia, Slice of Life",Unknown,1
2581,Mobile Suit Gundam 00,8.14,"Action, Military, Sci-Fi, Space, Drama, Mecha",Mobile Suit Gundam 00,25
2582,Soukou Kihei Votoms,7.73,"Action, Space, Mecha, Military, Drama, Sci-Fi",Armored Trooper Votoms,52
2583,Soukou Kihei Votoms: The Last Red Shoulder,7.16,"Action, Drama, Mecha, Military, Sci-Fi",Armored Trooper Votoms:The Last Red Shoulder,1
2584,Soukou Kihei Votoms: Big Battle,6.74,"Action, Drama, Mecha, Military, Sci-Fi",Armored Trooper Votoms:Big Battle,1
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,7.29,"Drama, Mecha, Military, Sci-Fi",Armored Trooper Votoms:Red Shoulder Document - Roots of Treachery,1
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,6.96,"Drama, Mecha, Military, Sci-Fi",Unknown,5
2588,Sinkan,5.75,Hentai,T&A Teacher,1
2589,Black Cat (TV): Toozakaru Neko,7.13,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen",Unknown,1
2590,Genmukan,6.36,Hentai,Genmukan:The Sin of Desire & Shame,2
2591,Samurai Spirits: Haten Gouma no Shou,5.41,"Adventure, Historical, Samurai, Shounen",Samurai Shodown The Motion Picture,1
2592,Kimera,5.14,"Action, Horror, Sci-Fi, Shounen Ai, Supernatural, Vampire",Unknown,1
2593,Kara no Kyoukai 1: Fukan Fuukei,7.64,"Action, Mystery, Supernatural, Thriller",the Garden of sinners Chapter 1:Overlooking View,1
2594,Piano no Mori,7.67,"Adventure, Music, Comedy, Drama, School, Seinen",Unknown,1
2595,D.C.II: Da Capo II,6.91,"Drama, Ecchi, Romance, School",Unknown,13
2596,Shinreigari,7.46,"Sci-Fi, Mystery, Psychological, Supernatural",Ghost Hound,22
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.27,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,1
2598,Juusenki L-Gaim,6.7,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",Unknown,54
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,5.73,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",Unknown,1
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,5.82,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",Unknown,1
2601,Juusenki L-Gaim III: Full Metal Soldier,6.34,"Action, Mecha, Sci-Fi, Shounen",Unknown,1
2602,Kenkou Zenrakei Suieibu Umishou,7.15,"Comedy, Sports, Ecchi, School, Shounen",Unknown,13
2603,Mushi-Uta,6.65,"Action, Sci-Fi, Fantasy",Mushi-Uta,12
2604,Sky Girls,7.02,"Mecha, Military, Sci-Fi",Unknown,26
2605,Sayonara Zetsubou Sensei,7.9,"Comedy, Parody, School, Shounen","Sayonara, Zetsubou-Sensei",12
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.57,"Action, Adventure, Comedy, Fantasy, Shounen",Unknown,1
2607,Birth,6.01,"Action, Sci-Fi, Adventure, Comedy",Birth,1
2608,Wangan Midnight,7.46,"Action, Cars, Seinen, Sports",Unknown,26
2609,Kakyuusei (TV),6.23,"Harem, Drama, Romance, School",Unknown,13
2610,Kakyuusei,5.63,"Drama, Harem, Hentai, Romance",First Loves,4
2611,Panda Kopanda,6.76,"Comedy, Kids",Panda! Go Panda!,2
2612,Spoon Oba-san,6.64,"Kids, Magic",Spoon Oba-san,130
2613,Mirai Shounen Conan 2: Taiga Daibouken,6.52,"Adventure, Drama, Sci-Fi",Future Boy Conan 2:River Adventure,24
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.6,"Sci-Fi, Adventure, Drama",Unknown,1
2615,Otome wa Boku ni Koishiteru Special,6.66,"Comedy, Romance, School",Otoboku:Maidens are Falling for Me! Special,1
2616,Sora Iro no Tane,5.82,Kids,The Sky-Colored Seed,1
2617,Ghiblies,6.43,Comedy,Unknown,2
2618,Takarajima,7.93,"Adventure, Mystery, Historical, Drama",Unknown,26
2619,Spider Riders: Oracle no Yuusha-tachi,6.6,"Action, Adventure, Mecha",Spider Riders,26
2620,Spider Riders: Yomigaeru Taiyou,6.71,"Action, Adventure, Mecha",Spider Riders:Resurrected Sun,26
2621,Natsu e no Tobira,6.08,"Drama, Romance, Shoujo, Shounen Ai",Unknown,1
2622,Big Wars: Kami Utsu Akaki Kouya ni,5.48,"Action, Military, Sci-Fi, Space",Big Wars,1
2623,Flanders no Inu (Movie),7.86,"Drama, Historical",The Dog of Flanders,1
2624,"Flanders no Inu, Boku no Patrasche",7.06,"Drama, Historical",A Dog of Flanders:My Patrasche,26
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.71,"Kids, Fantasy, Comedy, Sci-Fi, Shounen",Unknown,1
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,6.27,Fantasy,Unknown,1
2627,Doraemon: It's New Year!,6.49,"Kids, Comedy, Sci-Fi, Shounen",Unknown,1
2628,"The☆Doraemons: Strange, Sweets, Strange?",6.29,Fantasy,Unknown,1
2629,Doraemon and Itchy the Stray,6.35,"Comedy, Kids, Sci-Fi, Shounen",Unknown,1
2630,Doraemon Meets Hattori the Ninja,6.87,"Comedy, Kids, Sci-Fi, Shounen",Unknown,1
2631,The☆Doraemons: Goal! Goal! Goal!!,6.19,"Kids, Fantasy, Sports, Comedy, Sci-Fi, Shounen",Unknown,1
2632,Doraemon: Time Machine de Oshougatsu,6.41,"Sci-Fi, Adventure, Comedy, Kids, Shounen",Unknown,1
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,6.28,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Unknown,1
2634,Doraemon: Doraemon Comes Back,6.97,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Unknown,1
2635,Doraemon: Featherplace,6.08,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Unknown,1
2636,"Dorami-chan: Wow, The Kid Gang of Bandits",Unknown,Fantasy,Unknown,1
2637,Doraemon: It's Autumn!,6.19,"Kids, Adventure, Fantasy, Comedy, Shounen",Unknown,1
2638,Doraemon: It's Spring!,6.19,"Kids, Adventure, Fantasy, Comedy, Shounen",Unknown,1
2639,Dorami-chan: Hello Kyouryuu Kids!!,Unknown,Fantasy,Unknown,1
2640,Doraemon: It's Summer!,6.16,"Kids, Adventure, Fantasy, Comedy, Shounen",Unknown,1
2641,Doraemon: It's Winter!,6.54,"Kids, Adventure, Fantasy, Comedy, Shounen",Doraemon:It's Winter!,1
2642,Dorami-chan: A Blue Straw Hat,Unknown,"Kids, Fantasy",Unknown,1
2644,Doraemon: Treasure of the Shinugumi Mountain,6.2,"Adventure, Comedy, Fantasy, Kids, Shounen",Unknown,1
2645,Dorami & Doraemons: Space Land's Critical Event,6.5,"Kids, Adventure, Fantasy, Comedy, Sci-Fi, Shounen",Unknown,1
2646,Dorami & Doraemons: Robot School's Seven Mysteries,6.66,Fantasy,Unknown,1
2647,Dorami-chan: Mini-Dora SOS!!!,6.39,"Kids, Fantasy",Unknown,1
2648,Doraemon: 2112-nen Doraemon Tanjou,7.18,"Kids, Fantasy, Comedy",Unknown,1
2649,Doraemon: Obaachan no Omoide,7.25,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon:A Grandmother's Recollections,1
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",6.47,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Unknown,1
2651,Doraemon: Doraemon Comes Back (Movie),6.9,"Comedy, Kids, Fantasy",Unknown,1
2652,Doraemon: The Day When I Was Born,7.01,"Kids, Fantasy, Comedy, Sci-Fi, Shounen",Unknown,1
2653,Doraemon: Ganbare! Gian!!,6.38,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon:Ganbare! Gian!!,1
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,7.22,"Adventure, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita and the Winged Braves,1
2655,Doraemon Movie 23: Nobita to Robot Kingdom,7.14,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita in the Robot Kingdom,1
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.3,"Adventure, Comedy, Kids, Sci-Fi",Doraemon the Movie:Nobita in the Wan-Nyan Spacetime Odyssey,1
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,7.0,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita and the Knights on Dinosaurs,1
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,7.07,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:The Record of Nobita's Parallel Visit to the West,1
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,7.05,Fantasy,Doraemon the Movie:Nobita and the Tin Labyrinth,1
2660,Doraemon: Nobita's the Night Before a Wedding,7.2,Fantasy,Unknown,1
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,7.13,"Adventure, Comedy",Doraemon the Movie:Nobita and the Kingdom of Clouds,1
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,6.94,"Adventure, Comedy, Fantasy, Kids, Shounen","Doraemon the Movie:The Records of Nobita, Spaceblazer",1
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,7.09,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:Nobita's Great Adventure in the South Seas,1
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,7.46,"Adventure, Comedy, Kids, Fantasy, Mecha, Shounen",Doraemon the Movie:Nobita and the Steel Troops,1
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,7.12,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita and the Birth of Japan,1
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,7.05,Fantasy,Doraemon the Movie:Nobita and the Castle of the Undersea Devil,1
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,7.05,"Adventure, Comedy, Fantasy, Kids, Shounen, Space",Doraemon the Movie:Nobita Drifts in the Universe,1
2669,Doraemon Movie 06: Nobita no Little Star Wars,6.93,"Fantasy, Space",Doraemon the Movie:Nobita's Little Space War,1
2670,Doraemon Movie 12: Nobita no Dorabian Nights,7.18,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita's Dorabian Nights,1
2671,Doraemon Movie 03: Nobita no Daimakyou,7.06,Adventure,Doraemon the Movie:Nobita and the Haunts of Evil,1
2672,Doraemon Movie 05: Nobita no Makai Daibouken,7.2,Fantasy,Doraemon the Movie:Nobita's Great Adventure into the Underworld,1
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.49,"Adventure, Comedy, Fantasy",Doraemon the Movie:Nobita's New Great Adventure into the Underworld,1
2674,Doraemon Movie 16: Nobita no Sousei Nikki,7.01,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:Nobita's Diary of the Creation of the World,1
2675,Doraemon Movie 17: Nobita to Ginga Express,7.15,Fantasy,Doraemon the Movie:Nobita and the Galaxy Super-express,1
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,7.25,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:Nobita's Three Visionary Swordsmen,1
2677,Doraemon Movie 11: Nobita to Animal Planet,7.11,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:Nobita and the Animal Planet,1
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.89,"Adventure, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita and the Spiral City,1
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,6.21,"Comedy, Sci-Fi",The Enemy's the Pirates!:The Cats' Banquet,6
2680,One Piece: Straw Hat Theater,7.38,"Adventure, Fantasy, Shounen",Unknown,5
2681,Spaceship Agga Ruter,6.54,"Comedy, Hentai, Sci-Fi, Space",Spaceship Agga Ruter,4
2682,Aoki Densetsu Shoot! (Movie),6.77,"Action, Sports, Shounen",Blue Legend Shoot!,1
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,7.27,"Action, Mystery, Horror, Drama, Martial Arts, Fantasy, School",Unknown,12
2684,Buzzer Beater 2nd Season,6.83,"Action, Sci-Fi, Sports, Shounen",Unknown,13
2685,Tsubasa: Tokyo Revelations,8.31,"Action, Adventure, Drama, Romance, Fantasy, Shounen",Tsubasa RESERVoir CHRoNiCLE:Tokyo Revelations,3
2686,Tetsujin 28-gou,6.2,"Adventure, Mecha, Sci-Fi, Shounen",Gigantor,96
2687,Gokuu no Daibouken,6.07,"Comedy, Fantasy",Adventures of the Monkey King,39
2688,Akai Koudan Zillion,6.6,"Action, Military, Sci-Fi, Adventure",Zillion,31
2689,Akai Koudan Zillion: Utahime Yakyoku,5.8,"Sci-Fi, Adventure",Zillion:Burning Night,1
2690,Urban Square: Kohaku no Tsuigeki,6.1,"Action, Mystery, Seinen",Unknown,1
2691,Gensei Shugoshin P-hyoro Ikka,Unknown,"Adventure, Fantasy",Unknown,1
2692,CB Chara Go Nagai World,6.84,"Action, Parody, Comedy",CB Character:Nagai Gou World,3
2693,Detatoko Princess,5.96,"Comedy, Fantasy",Suddenly Princess,3
2694,Hidamari no Ki,6.87,"Action, Historical, Drama, Samurai, Seinen",Tree in the Sun,25
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,6.69,"Action, Sci-Fi, Adventure, Space, Mecha",Mobile Suit Gundam 0083:The Afterglow Of Zeon,1
2696,Crusher Joe OVA,6.6,"Action, Sci-Fi, Adventure",Crusher Joe:The OVAs,2
2697,Hi-Speed Jecy,6.12,"Action, Sci-Fi",High Speed Jessie,12
2698,Sanctuary,6.36,"Action, Police, Thriller, Drama, Seinen",Sanctuary,1
2699,Uchuu Kaizoku Mito no Daibouken,6.41,"Action, Comedy, Sci-Fi",Space Pirate Mito,13
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,6.19,"Action, Comedy, Sci-Fi",Space Pirate Mito 2,13
2701,Susie-chan to Marvy,Unknown,"Comedy, Kids",Little Susie and Marvy,104
2702,Bakukyuu Renpatsu!! Super B-Daman,6.24,"Game, Adventure, Kids",Unknown,18
2703,Chousoku Spinner,6.63,"Shounen, Sports",Super YoYo,22
2704,Kaiketsu Jouki Tanteidan,6.64,"Action, Mecha, Mystery, Police",Steam Detectives,26
2705,Bakusou Kyoudai Let's & Go,6.78,"Adventure, Cars, Sports, Shounen",Unknown,51
2706,Bakusou Kyoudai Let's & Go WGP,6.96,"Cars, Sports, Shounen",Unknown,51
2707,Majime ni Fumajime Kaiketsu Zorori,6.72,"Adventure, Kids",Unknown,97
2708,Wankorobee,Unknown,"Comedy, Fantasy, Kids",Unknown,26
2709,Bakusou Kyoudai Let's & Go MAX,6.58,"Cars, Shounen, Sports",Unknown,51
2710,Nintama Rantarou Movie,6.33,"Comedy, Shounen",Unknown,1
2712,Shiratori Reiko de Gozaimasu!,Unknown,"Comedy, Romance",I am THE Shiratori Reiko!,1
2713,Rockman.EXE Beast+,6.86,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",Unknown,26
2714,Sotsugyou: Graduation,5.96,"Drama, School",Graduation,2
2715,Totsuzen! Neko no Kuni Banipal Witt,6.79,Adventure,Catnapped,1
2716,Urayasu Tekkin Kazoku,6.93,"Comedy, Shounen",Unknown,33
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.86,"Action, Adventure, Space, Drama, Sci-Fi",Unknown,24
2718,Umi no Triton,6.23,"Adventure, Fantasy, Shounen",Triton of the Sea,27
2719,MapleStory,5.33,"Action, Kids, Fantasy, Comedy, Romance",Unknown,25
2721,Reinou Tantei Miko,5.79,"Comedy, Hentai",Phantom Hunter Miko,2
2722,Crusher Joe,6.83,"Action, Sci-Fi, Adventure, Space",Crusher Joe:The Movie,1
2723,D4 Princess,6.1,"Action, Sci-Fi, Comedy, Magic, Mecha",Unknown,24
2724,Daicon Opening Animations,7.71,"Action, Sci-Fi, Adventure, Music, Mecha",Unknown,2
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.82,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",Unknown,1
2726,Sukeban Deka,6.46,"Action, Police, Drama, School, Shoujo",Delinquent Detective,2
2727,Sweet Valerian,5.77,"Action, Comedy, Magic, School, Shoujo",Unknown,18
2728,TWO-MIX: White Reflection,6.76,Music,Unknown,1
2729,X²: Double X,6.51,"Music, Drama, Shoujo",Unknown,1
2730,1+2=Paradise,4.92,"Harem, Comedy, Romance, Ecchi, Seinen",Unknown,2
2731,Shishunki Bishoujo Gattai Robo Z-Mind,5.93,"Action, Parody, Mecha",Unknown,6
2732,Baby Baachan,6.56,"Comedy, Drama",Baby Grandma,53
2733,MiniPato,6.44,Parody,Mobile Police Patlabor Minimum,3
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,7.13,"Action, Mecha",Mazinkaiser:Deathmatch! General Dark,1
2735,Mugen Senki Portriss,Unknown,"Action, Mecha, Sci-Fi, Shounen",Unknown,52
2736,Mojakou,7.12,"Comedy, Fantasy, Sci-Fi",Unknown,74
2737,Kouryuu no Mimi: Mina no Shou,5.09,"Action, Super Power, Drama",Unknown,2
2738,Kasumin 3rd Season,Unknown,"Kids, Fantasy",Unknown,26
2739,Highschool Aurabuster: Hikari no Mezame,Unknown,"Drama, Fantasy, Super Power",Unknown,3
2740,Monkey Turn,6.34,"Action, Sports, Drama, Shounen",Unknown,25
2741,Monkey Turn V,Unknown,"Action, Sports, Drama, Shounen",Unknown,25
2742,Omoikkiri Kagaku Adventure Sou Nanda!,Unknown,"Comedy, Kids, Sci-Fi",Full-Blast Science Adventure:So That's How It Is!,26
2743,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.44,"Parody, Comedy",Unknown,4
2744,Potemayo,7.3,"Comedy, School, Seinen",Unknown,12
2745,Jigoku Sensei Nube OVA,7.11,"Action, Supernatural, Comedy, School, Demons, Horror, Shounen",Hell Teacher Nube,3
2746,Vexille: 2077 Nihon Sakoku,6.94,"Action, Military, Sci-Fi",Vexille,1
2747,Tetsuwan Atom,7.11,"Action, Sci-Fi, Adventure, Drama, Mecha, Shounen",Astro Boy,193
2748,Dash! Kappei,7.16,"Comedy, Sports, Ecchi, Shounen",Unknown,65
2749,Heisei Inu Monogatari Bow,6.71,"Adventure, Comedy",Heisei Period Dog Tale Bow,40
2750,Heisei Inu Monogatari Bow Movie,Unknown,"Adventure, Comedy",Heisei Dog Stories:Bow,1
2751,Miyori no Mori,6.92,"Slice of Life, Fantasy, Drama",Miyori's Forest,1
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.94,"Action, Comedy, Sports",Unknown,6
2753,Ushiro no Shoumen Daare,7.76,"Historical, Drama",Who's Left Behind?,1
2754,Cleopatra D.C.,5.88,"Action, Adventure, Sci-Fi",Unknown,3
2755,Cleopatra,5.62,"Sci-Fi, Hentai, Historical",Cleopatra:Queen of Sex,1
2756,Cheonnyeon-yeowoo Yeowoobi,7.3,"Sci-Fi, Drama, Fantasy",Unknown,1
2757,Juuni Senshi Bakuretsu Eto Ranger,6.82,"Action, Fantasy, Comedy",Unknown,39
2758,Shippuu! Iron Leaguer,6.89,"Mecha, Sci-Fi, Shounen, Sports",Unknown,52
2759,Evangelion: 1.0 You Are (Not) Alone,8.07,"Action, Sci-Fi, Psychological, Drama, Mecha",Evangelion:1.0 You Are (Not) Alone,1
2760,Densetsu Kyojin Ideon: Sesshoku-hen,6.12,"Sci-Fi, Space, Drama, Mecha",The Ideon:A Contact,1
2761,Densetsu Kyojin Ideon: Hatsudou-hen,7.82,"Sci-Fi, Space, Drama, Mecha",The Ideon:Be Invoked,1
2762,Igano Kabamaru,7.87,"Action, Adventure, Comedy, Romance, School, Shounen",Unknown,24
2765,Momotarou: Umi no Shinpei,5.23,"Action, Military",Momotaro:Sacred Sailors,1
2766,Super Doll Licca-chan,6.56,"Adventure, Magic, Comedy",Unknown,52
2767,Taneyamagahara no Yoru,5.57,"Fantasy, Kids, Psychological, Slice of Life",Unknown,1
2768,CLAMP in Wonderland 2,7.47,"Action, Fantasy, Magic, Comedy, Romance, Music, Drama",Unknown,1
2769,Galactic Patrol Lensman,6.31,"Action, Adventure, Sci-Fi",Unknown,25
2770,SF Shinseiki Lensman,6.11,"Action, Sci-Fi, Adventure, Space",Unknown,1
2771,Chou Kuse ni Narisou,6.27,"Slice of Life, Comedy, Romance, School, Shoujo",I'll Make a Habit of It,39
2772,Juushin Enbu: Hero Tales,6.86,"Action, Fantasy, Shounen",Hero Tales,26
2775,Genocyber,5.83,"Action, Sci-Fi, Horror, Psychological, Mecha",Unknown,5
2776,Generation of Chaos,3.35,"Action, Adventure, Demons, Fantasy, Magic",Unknown,1
2777,Generation of Chaos Next: Chikai no Pendant,4.36,"Action, Military, Adventure, Romance, Fantasy",Unknown,1
2778,Generation of Chaos III: Toki no Fuuin,4.47,"Action, Adventure, Fantasy, Magic",Unknown,2
2779,Sotsugyou M: Ore-tachi no Carnival,5.51,"Drama, School",Unknown,2
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,5.55,"Action, Adventure, Comedy, School, Supernatural",Ultimate Teacher,1
2781,Saint Luminous Jogakuin,6.08,"Mystery, Psychological, Supernatural",St. Luminous Mission High School,13
2782,Fire Emblem,5.66,"Action, Adventure, Fantasy, Magic, Shounen",Fire Emblem,2
2783,Oyayubi Hime Monogatari,6.67,"Adventure, Fantasy, Shoujo",Thumbelina:A Magical Story,26
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,6.74,"Harem, Comedy, Magic, Romance, Ecchi",Unknown,1
2785,OZ,5.47,"Action, Military, Sci-Fi, Drama, Shoujo",Unknown,2
2786,Bakegyamon,6.68,"Action, Demons, Fantasy, Game, Shounen",Unknown,51
2787,Shakugan no Shana II (Second),7.61,"Action, Supernatural, Drama, Romance, Fantasy, School",Shakugan no Shana:Season II,24
2788,Stratosphera no Yousei,5.72,"Drama, Hentai, Romance, Sci-Fi",Nymphs of the Stratosphere,3
2789,B-Legend! Battle B-Daman,6.28,"Adventure, Fantasy, Game, Kids",Battle B-Daman,52
2790,Oira Sukeban,5.38,"Comedy, Ecchi, School",Unknown,1
2791,Makasete Iruka!,6.21,"Action, Comedy, School",Unknown,1
2792,Panzer Dragoon,3.28,"Adventure, Fantasy",Unknown,1
2793,Hi no Tori 2772: Ai no CosmoZone,6.62,"Sci-Fi, Adventure, Space, Drama, Romance, Fantasy",Unknown,1
2794,Kussetsu,5.99,Hentai,Unknown,3
2795,Dragonaut: The Resonance,6.65,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",Dragonaut - The Resonance,25
2796,Afro-Ken,5.12,"Comedy, Kids",Unknown,1
2797,Koukou Tekken-den Tough,6.97,"Action, Martial Arts, Shounen",Shootfighter Tekken,3
2798,Hatsu Inu The Animation,7.31,Hentai,Unknown,2
2799,Hello! Sandybell,7.04,"Adventure, Romance, Shoujo",Unknown,47
2800,Candy Candy,7.52,"Slice of Life, Drama, Shoujo",Unknown,115
2801,Candy Candy: Haru no Yobigoe,6.51,"Slice of Life, Drama, Shoujo",Candy Candy:The Call of Spring,1
2802,Candy Candy: Candy no Natsu Yasumi,6.69,"Slice of Life, Drama, Shoujo",Candy Candy:Candy's Summer Vacation,1
2803,Densetsu no Yuusha Da Garn,7.06,"Mecha, Sci-Fi, Shounen",Unknown,46
2804,Hana no Mahoutsukai Mary Bell,6.49,"Adventure, Magic, Fantasy, Shoujo",Unknown,50
2805,Onegai! Samia Don,6.95,"Slice of Life, Comedy, Kids, Magic, Fantasy",Unknown,39
2806,Yadamon,6.15,"Adventure, Comedy, Fantasy",Yadamon:Magical Dreamer,170
2808,Irregular Hunter X: The Day of Sigma,7.21,"Action, Sci-Fi, Mecha, Shounen",Megaman X - The Day of Sigma,1
2809,Fuusen Shoujo Temple-chan,6.18,"Adventure, Comedy, Kids",Temple the Balloonist,26
2810,Anime Himitsu no Hanazono,7.05,"Kids, Historical, Drama, Shoujo",The Secret Garden,39
2811,Soratobu Yuureisen,6.65,"Adventure, Drama, Mecha, Sci-Fi",Flying Phantom Ship,1
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,7.36,"Adventure, Comedy, Kids, Drama, Fantasy",Unknown,52
2814,Dondon Dommel to Ron,6.65,"Comedy, Kids",Wowser,52
2815,Geragera Boes Monogatari,7.03,"Comedy, Kids",Ox Tales,52
2816,Toushou Daimos,7.2,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",Daimos,44
2817,Cinderella Monogatari,7.33,"Adventure, Kids, Romance, Fantasy",The Story of Cinderella,26
2818,Madou King Granzort,7.02,"Action, Sci-Fi, Comedy, Magic, Fantasy, Mecha, Shounen",Mado King Granzort,41
2819,Dragon Quest: Abel Yuusha Densetsu,6.9,"Action, Adventure, Fantasy, Shounen",Dragon Warrior,43
2820,Time Travel Tondekeman!,7.27,"Action, Kids, Adventure, Comedy",Time Quest,39
2821,Bad End,5.35,Hentai,Voyeur's Digest,2
2822,Bamboo Bears,6.07,Comedy,Unknown,52
2823,Barbapapa,6.16,"Fantasy, Comedy",Barbapapa,45
2824,Barbapapa Sekai wo Mawaru,6.01,"Adventure, Comedy",Barbapapa Around the World,50
2825,Arabian Nights: Sindbad no Bouken (TV),7.2,"Adventure, Fantasy, Magic, Romance",Unknown,52
2826,Oz no Mahoutsukai (1986),6.73,"Adventure, Kids, Fantasy",The Wonderful Wizard of Oz,52
2827,Calimero,6.23,Comedy,Unknown,45
2828,Ie Naki Ko,7.79,"Adventure, Drama, Historical, Kids, Slice of Life",Unknown,51
2829,Ie Naki Ko Remy,7.93,"Adventure, Slice of Life, Historical, Drama",Sans Famille,23
2830,Chibikko Remi to Meiken Kapi,5.87,"Slice of Life, Adventure, Drama",Unknown,1
2831,Ie Naki Ko (Movie),6.53,"Slice of Life, Adventure, Drama",Unknown,1
2832,Ani*Kuri15,6.79,"Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi",Unknown,15
2833,Gulliver no Uchuu Ryokou,5.86,"Adventure, Sci-Fi",Unknown,1
2834,Miracle☆Girls,7.12,"Drama, Magic, Shoujo",Unknown,51
